PLAYER_ID,SEASON,GAME_ID,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,REB,AST,STL,BLK,TOV,STOV,TEAM_POSS,PLAYER_POSS,OPP_TS,OPP_ADJ_TS,OPP_TSC,OPP_STOV,DRTG,ADJ_DRTG,LA_PACE,rDRTG,rADJ_DRTG
947,2001,0040000031,33.0,10,31,3,10,10,12,1,4,2,1,3,1,82.3296,82.3296,0.5007240653,0.5020796332,0.4522054453,0.1072933123,100.5,101.1,89.66,-1.044827586,-0.5310344828
947,2001,0040000062,36.0,11,34,2,5,12,15,8,4,7,0,4,3,96.8064,95.8464,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000063,54.0,21,39,3,5,9,9,5,4,1,0,4,2,85.8624,85.8624,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000064,23.0,7,22,1,4,8,15,4,8,4,1,2,1,91.6992,86.0544,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000065,30.0,10,30,3,6,7,8,4,5,4,0,2,0,86.8608,86.8608,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000066,52.0,21,32,8,14,2,2,2,7,4,0,1,0,74.1888,71.424,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000067,20.0,6,24,1,7,7,9,4,4,0,0,4,1,82.90559999999999,80.98559999999999,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000068,21.0,8,27,1,3,4,4,4,16,2,1,4,1,84.5568,84.5568,0.5175608078,0.5212616778,0.4670073795,0.1082497419,102.0,103.15,89.66,0.4551724138,1.518965517
947,2001,0040000076,34.0,13,35,3,4,5,7,4,6,1,0,3,1,91.3152,91.3152,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000077,16.0,5,26,0,8,6,8,3,9,3,0,3,1,74.6496,71.7696,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000079,28.0,10,32,0,5,8,12,5,8,2,0,2,2,90.8928,90.8928,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000080,15.0,5,27,0,4,5,6,9,8,4,1,3,2,89.5872,89.5872,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000081,46.0,14,33,5,9,13,15,2,3,1,1,6,2,83.32799999999999,77.568,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000082,44.0,17,33,4,6,6,7,6,7,2,0,2,1,86.592,80.7552,0.5233373397,0.5270936574,0.469894117,0.113734607,102.6,103.45,89.66,1.055172414,1.818965517
947,2001,0040000083,48.0,18,41,3,8,9,9,5,6,5,0,3,3,97.92,97.92,0.514773097,0.5141969005,0.4697684502,0.09580176523,103.6,103.65,89.66,2.055172414,2.018965517
947,2001,0040000084,23.0,10,29,3,10,0,4,4,3,1,0,3,2,94.5024,93.5424,0.514773097,0.5141969005,0.4697684502,0.09580176523,103.6,103.65,89.66,2.055172414,2.018965517
947,2001,0040000085,35.0,12,30,1,6,10,13,12,4,0,1,1,1,92.352,92.352,0.514773097,0.5141969005,0.4697684502,0.09580176523,103.6,103.65,89.66,2.055172414,2.018965517
947,2001,0040000086,35.0,12,30,1,4,10,14,4,4,1,0,2,2,87.55199999999999,84.672,0.514773097,0.5141969005,0.4697684502,0.09580176523,103.6,103.65,89.66,2.055172414,2.018965517
947,2001,0040000087,37.0,14,32,3,11,6,8,3,2,2,0,3,2,90.6624,85.8624,0.514773097,0.5141969005,0.4697684502,0.09580176523,103.6,103.65,89.66,2.055172414,2.018965517
